location_sample_id,scenario_id,timestamp,longitude,latitude,serving_pci,rsrp,sinr,throughput_mbps,rb_num,gps_speed_kmh,nearest_station_id,nearest_station_distance_m,root_cause,fault_type_cn
LOC_ID_L8YMKP4W9T_01,ID_L8YMKP4W9T,2025-05-07 11:21:56.000000,128.19244,32.582545,696,-86.89,16.94,567.04,211.27,31,KG_0033918_52_696,23.253301,C3,信道干扰
LOC_ID_L8YMKP4W9T_02,ID_L8YMKP4W9T,2025-05-07 11:21:57.000000,128.19244,32.582545,696,-84.2,14.69,548.44,211.06,22,KG_0033918_52_696,23.815067,C3,信道干扰
LOC_ID_L8YMKP4W9T_03,ID_L8YMKP4W9T,2025-05-07 11:21:58.000000,128.19246,32.582545,338,-85.42,13.84,732.83,210.63,36,KG_0033918_26_338,31.118216,C3,信道干扰
LOC_ID_L8YMKP4W9T_04,ID_L8YMKP4W9T,2025-05-07 11:21:59.000000,128.19249,32.582557,338,-89.04,13.07,700.29,211.23,16,KG_0033918_26_338,33.953866,C3,信道干扰
LOC_ID_L8YMKP4W9T_05,ID_L8YMKP4W9T,2025-05-07 11:22:00.000000,128.19252,32.582544,338,-85.14,13.79,1163.15,211.32,2,KG_0033918_26_338,37.090164,C3,信道干扰
LOC_ID_L8YMKP4W9T_06,ID_L8YMKP4W9T,2025-05-07 11:22:01.000000,128.19256,32.582544,338,-86.56,16.48,1117.56,210.83,10,KG_0033918_26_338,40.45644,C3,信道干扰
LOC_ID_L8YMKP4W9T_07,ID_L8YMKP4W9T,2025-05-07 11:22:02.000000,128.19258,32.582575,338,-88.15,14.38,1347.31,210.79,33,KG_0033918_26_338,42.850881,C3,信道干扰
LOC_ID_L8YMKP4W9T_08,ID_L8YMKP4W9T,2025-05-07 11:22:03.000000,128.19265,32.582524,338,-84.6,18.1,1376.8,211.01,30,KG_0033918_26_338,49.190221,C3,信道干扰
LOC_ID_L8YMKP4W9T_09,ID_L8YMKP4W9T,2025-05-07 11:22:04.000000,128.19271,32.582524,338,-83.13,19.89,1180.4,210.84,28,KG_0033918_26_338,54.53077,C3,信道干扰
LOC_ID_5S0VFLN5ZD_00,ID_5S0VFLN5ZD,2025-05-07 16:29:36.000000,128.18723,32.576863,394,-72.49,9.67,1080.19,210.49,36,KG_0034038_26_394,43.024103,C7,信号中断/覆盖退化
LOC_ID_5S0VFLN5ZD_01,ID_5S0VFLN5ZD,2025-05-07 16:29:37.000000,128.18721,32.576809,394,-79.86,7.56,207.55,210.33,67,KG_0034038_26_394,41.228896,C7,信号中断/覆盖退化
LOC_ID_5S0VFLN5ZD_02,ID_5S0VFLN5ZD,2025-05-07 16:29:38.000000,128.1872,32.576784,394,-82.07,5.49,260.28,207.09,55,KG_0034038_26_394,39.935802,C7,信号中断/覆盖退化
LOC_ID_5S0VFLN5ZD_03,ID_5S0VFLN5ZD,2025-05-07 16:29:39.000000,128.18718,32.576753,729,-88.57,1.95,178.77,192.97,57,KG_0034038_28_729,42.986894,C7,信号中断/覆盖退化
LOC_ID_5S0VFLN5ZD_04,ID_5S0VFLN5ZD,2025-05-07 16:29:40.000000,128.18718,32.57673,729,-82.01,8.67,295.34,192.77,52,KG_0034038_28_729,43.114433,C7,信号中断/覆盖退化
LOC_ID_5S0VFLN5ZD_05,ID_5S0VFLN5ZD,2025-05-07 16:29:41.000000,128.18609,32.576561,729,-80.95,7.45,754.1,200.16,17,KG_0034038_28_729,70.228859,C7,信号中断/覆盖退化
LOC_ID_5S0VFLN5ZD_06,ID_5S0VFLN5ZD,2025-05-07 16:29:42.000000,128.18717,32.576704,729,-84.63,8.68,761.02,203.18,27,KG_0034038_28_729,43.629291,C7,信号中断/覆盖退化
LOC_ID_5S0VFLN5ZD_07,ID_5S0VFLN5ZD,2025-05-07 16:29:43.000000,128.18717,32.576692,729,-83.45,8.52,710.42,204.2,2,KG_0034038_28_729,44.203639,C7,信号中断/覆盖退化
LOC_ID_5S0VFLN5ZD_08,ID_5S0VFLN5ZD,2025-05-07 16:29:44.000000,128.18715,32.576681,729,-81.9,8.28,678.54,202.73,25,KG_0034038_28_729,43.51887,C7,信号中断/覆盖退化
LOC_ID_5S0VFLN5ZD_09,ID_5S0VFLN5ZD,2025-05-07 16:29:45.000000,128.18715,32.576662,729,-85.42,8.76,1158.37,205.23,2,KG_0034038_28_729,44.48664,C7,信号中断/覆盖退化
LOC_ID_D19PI38QSJ_00,ID_D19PI38QSJ,2025-05-07 14:51:42.000000,128.18713,32.580724,217,-82.05,10.31,808.85,210.5,29,KG_0033317_13_217,9.2612084,C4,信道干扰
LOC_ID_D19PI38QSJ_01,ID_D19PI38QSJ,2025-05-07 14:51:43.000000,128.18712,32.580704,217,-81.98,12.89,875.05,210.57,31,KG_0033317_13_217,7.2367496,C4,信道干扰
LOC_ID_D19PI38QSJ_02,ID_D19PI38QSJ,2025-05-07 14:51:44.000000,128.18711,32.580697,217,-71.76,17.82,865.28,191.54,39,KG_0033317_13_217,5.669439,C4,信道干扰
LOC_ID_D19PI38QSJ_03,ID_D19PI38QSJ,2025-05-07 14:51:45.000000,128.1871,32.580685,217,-70.08,18.22,1117.6,211.25,18,KG_0033317_13_217,4.3837977,C4,信道干扰
LOC_ID_D19PI38QSJ_04,ID_D19PI38QSJ,2025-05-07 14:51:46.000000,128.18708,32.580666,217,-72.03,19.14,1023.8,211.11,12,KG_0033317_13_217,1.5637355,C4,信道干扰
LOC_ID_D19PI38QSJ_05,ID_D19PI38QSJ,2025-05-07 14:51:47.000000,128.18707,32.580643,217,-77.58,10.07,315.83,192.28,9,KG_0033317_13_217,2.2417352,C4,信道干扰
LOC_ID_D19PI38QSJ_06,ID_D19PI38QSJ,2025-05-07 14:51:48.000000,128.18705,32.580624,217,-84.15,6.09,316.18,210.98,14,KG_0033317_13_217,4.4243376,C4,信道干扰
LOC_ID_D19PI38QSJ_07,ID_D19PI38QSJ,2025-05-07 14:51:49.000000,128.18704,32.580605,764,-87.02,6.79,293.49,163.27,13,KG_0033317_16_764,12.764562,C4,信道干扰
LOC_ID_D19PI38QSJ_08,ID_D19PI38QSJ,2025-05-07 14:51:50.000000,128.18703,32.580595,764,-82.83,4.57,527.39,210.48,25,KG_0033317_16_764,13.813934,C4,信道干扰
LOC_ID_D19PI38QSJ_09,ID_D19PI38QSJ,2025-05-07 14:51:51.000000,128.18703,32.580587,764,-82.78,9.61,1176.73,211.22,5,KG_0033317_16_764,14.696858,C4,信道干扰
LOC_ID_DCMCG8AH2U_00,ID_DCMCG8AH2U,2025-05-07 11:09:05.000000,128.18974,32.580766,129,-78.06,6.13,989.87,210.25,34,KG_0033164_14_129,53.701791,C7,信号中断/覆盖退化
LOC_ID_DCMCG8AH2U_01,ID_DCMCG8AH2U,2025-05-07 11:09:06.000000,128.18972,32.580724,129,-78.92,4.47,734.91,210.25,12,KG_0033164_14_129,54.571263,C7,信号中断/覆盖退化
LOC_ID_DCMCG8AH2U_02,ID_DCMCG8AH2U,2025-05-07 11:09:07.000000,128.18971,32.580685,129,-80.79,2.41,223.18,194.11,52,KG_0033164_14_129,56.608879,C7,信号中断/覆盖退化
LOC_ID_DCMCG8AH2U_03,ID_DCMCG8AH2U,2025-05-07 11:09:08.000000,128.18969,32.580643,129,-86.23,-0.98,184.49,209.57,41,KG_0033164_14_129,58.658557,C7,信号中断/覆盖退化
LOC_ID_DCMCG8AH2U_04,ID_DCMCG8AH2U,2025-05-07 11:09:09.000000,128.18968,32.580605,71,-89.38,-0.5,104.92,209.97,52,KG_0033164_27_71,58.96921,C7,信号中断/覆盖退化
LOC_ID_DCMCG8AH2U_05,ID_DCMCG8AH2U,2025-05-07 11:09:10.000000,128.18966,32.580556,71,-87.17,0,240.73,209.87,74,KG_0033164_27_71,61.660582,C7,信号中断/覆盖退化
LOC_ID_DCMCG8AH2U_06,ID_DCMCG8AH2U,2025-05-07 11:09:11.000000,128.18964,32.580514,71,-80.85,3.94,632.02,209.65,24,KG_0033164_27_71,63.646994,C7,信号中断/覆盖退化
LOC_ID_DCMCG8AH2U_07,ID_DCMCG8AH2U,2025-05-07 11:09:12.000000,128.18963,32.580476,71,-75.95,8.19,725.35,210.12,31,KG_0033164_27_71,66.477747,C7,信号中断/覆盖退化
LOC_ID_DCMCG8AH2U_08,ID_DCMCG8AH2U,2025-05-07 11:09:13.000000,128.18961,32.580435,71,-77.81,9.28,1060.99,194,2,KG_0033164_27_71,68.866093,C7,信号中断/覆盖退化
LOC_ID_DCMCG8AH2U_09,ID_DCMCG8AH2U,2025-05-07 11:09:14.000000,128.1896,32.580385,71,-64.61,17.52,674.79,167.5,29,KG_0033164_27_71,73.116471,C7,信号中断/覆盖退化
LOC_ID_ZNUHYN6AUA_00,ID_ZNUHYN6AUA,2025-05-07 14:37:12.000000,128.19034,32.585488,502,-81.52,11.03,947.72,208.42,35,KG_0033237_24_502,115.76261,C7,信号中断/覆盖退化
LOC_ID_ZNUHYN6AUA_01,ID_ZNUHYN6AUA,2025-05-07 14:37:13.000000,128.19038,32.585481,502,-87.32,0.78,811.13,210.32,4,KG_0033237_24_502,119.66563,C7,信号中断/覆盖退化
LOC_ID_ZNUHYN6AUA_02,ID_ZNUHYN6AUA,2025-05-07 14:37:14.000000,128.19041,32.585468,502,-78.98,9.05,695.66,178.28,34,KG_0033237_24_502,123.33456,C7,信号中断/覆盖退化
LOC_ID_ZNUHYN6AUA_03,ID_ZNUHYN6AUA,2025-05-07 14:37:15.000000,128.19044,32.585457,502,-81.88,5.87,802.46,209.95,30,KG_0033237_24_502,126.31424,C7,信号中断/覆盖退化
LOC_ID_ZNUHYN6AUA_04,ID_ZNUHYN6AUA,2025-05-07 14:37:16.000000,128.19046,32.585438,502,-84.83,6.72,310.36,209.56,65,KG_0033237_24_502,128.38599,C7,信号中断/覆盖退化
LOC_ID_ZNUHYN6AUA_05,ID_ZNUHYN6AUA,2025-05-07 14:37:17.000000,128.19046,32.585426,502,-84.85,2.52,305.08,208.99,42,KG_0033237_24_502,129.54593,C7,信号中断/覆盖退化
LOC_ID_ZNUHYN6AUA_06,ID_ZNUHYN6AUA,2025-05-07 14:37:18.000000,128.19046,32.585407,333,-89.75,0.3,305.57,205.24,40,KG_0033237_15_333,132.29709,C7,信号中断/覆盖退化
LOC_ID_ZNUHYN6AUA_07,ID_ZNUHYN6AUA,2025-05-07 14:37:19.000000,128.19044,32.585377,333,-78.06,17.23,258.6,184.02,60,KG_0033237_15_333,135.58857,C7,信号中断/覆盖退化
LOC_ID_ZNUHYN6AUA_08,ID_ZNUHYN6AUA,2025-05-07 14:37:20.000000,128.19043,32.585327,333,-73.55,20.92,935.52,210.34,27,KG_0033237_15_333,141.12008,C7,信号中断/覆盖退化
LOC_ID_ZNUHYN6AUA_09,ID_ZNUHYN6AUA,2025-05-07 14:37:21.000000,128.1904,32.585277,333,-66.4,24.12,965.77,210.63,39,KG_0033237_15_333,146.66614,C7,信号中断/覆盖退化
LOC_ID_KA50SPPZC1_00,ID_KA50SPPZC1,2025-05-07 14:37:12.000000,128.19034,32.585488,502,-86.52,11.03,947.72,208.42,35,KG_0033237_24_502,115.76261,C1,信号中断/覆盖退化
LOC_ID_KA50SPPZC1_01,ID_KA50SPPZC1,2025-05-07 14:37:13.000000,128.19038,32.585481,502,-92.32,0.78,811.13,210.32,4,KG_0033237_24_502,119.66563,C1,信号中断/覆盖退化
LOC_ID_KA50SPPZC1_02,ID_KA50SPPZC1,2025-05-07 14:37:14.000000,128.19041,32.585468,502,-83.98,9.05,695.66,178.28,34,KG_0033237_24_502,123.33456,C1,信号中断/覆盖退化
LOC_ID_KA50SPPZC1_03,ID_KA50SPPZC1,2025-05-07 14:37:15.000000,128.19044,32.585457,502,-86.88,5.87,802.46,209.95,30,KG_0033237_24_502,126.31424,C1,信号中断/覆盖退化
LOC_ID_KA50SPPZC1_04,ID_KA50SPPZC1,2025-05-07 14:37:16.000000,128.19046,32.585438,502,-89.83,6.72,310.36,209.56,25,KG_0033237_24_502,128.38599,C1,信号中断/覆盖退化
LOC_ID_KA50SPPZC1_05,ID_KA50SPPZC1,2025-05-07 14:37:17.000000,128.19046,32.585426,502,-89.85,2.52,305.08,208.99,2,KG_0033237_24_502,129.54593,C1,信号中断/覆盖退化
LOC_ID_KA50SPPZC1_06,ID_KA50SPPZC1,2025-05-07 14:37:18.000000,128.19046,32.585407,333,-89.75,0.3,305.57,205.24,0,KG_0033237_15_333,132.29709,C1,信号中断/覆盖退化
LOC_ID_KA50SPPZC1_07,ID_KA50SPPZC1,2025-05-07 14:37:19.000000,128.19044,32.585377,333,-78.06,17.23,258.6,184.02,20,KG_0033237_15_333,135.58857,C1,信号中断/覆盖退化
LOC_ID_KA50SPPZC1_08,ID_KA50SPPZC1,2025-05-07 14:37:20.000000,128.19043,32.585327,333,-73.55,20.92,935.52,210.34,27,KG_0033237_15_333,141.12008,C1,信号中断/覆盖退化
LOC_ID_KA50SPPZC1_09,ID_KA50SPPZC1,2025-05-07 14:37:21.000000,128.1904,32.585277,333,-66.4,24.12,965.77,210.63,39,KG_0033237_15_333,146.66614,C1,信号中断/覆盖退化
LOC_ID_B87U4G1OZU_00,ID_B87U4G1OZU,2025-05-07 15:15:02.000000,128.18708,32.582136,217,-88.7,9.57,1125.29,210.44,27,KG_0033317_13_217,166.98,C4,信道干扰
LOC_ID_B87U4G1OZU_01,ID_B87U4G1OZU,2025-05-07 15:15:03.000000,128.18708,32.582136,217,-85.64,12.93,1166.75,209.72,24,KG_0033317_13_217,166.92795,C4,信道干扰
LOC_ID_B87U4G1OZU_02,ID_B87U4G1OZU,2025-05-07 15:15:04.000000,128.18706,32.582136,217,-85.71,10.61,1154.53,209.67,37,KG_0033317_13_217,166.80602,C4,信道干扰
LOC_ID_B87U4G1OZU_03,ID_B87U4G1OZU,2025-05-07 15:15:05.000000,128.18706,32.582136,217,-84.72,10.83,422.53,209.88,21,KG_0033317_13_217,166.80602,C4,信道干扰
LOC_ID_B87U4G1OZU_04,ID_B87U4G1OZU,2025-05-07 15:15:06.000000,128.18706,32.582125,217,-85.95,10.36,407.07,209.66,36,KG_0033317_13_217,165.53382,C4,信道干扰
LOC_ID_B87U4G1OZU_05,ID_B87U4G1OZU,2025-05-07 15:15:07.000000,128.18706,32.582125,96,-87.15,11.33,433.78,203.7,23,KG_0033317_14_96,323.65141,C4,信道干扰
LOC_ID_B87U4G1OZU_06,ID_B87U4G1OZU,2025-05-07 15:15:08.000000,128.18705,32.582117,96,-86.37,13.75,408.22,210.73,16,KG_0033317_14_96,322.4996,C4,信道干扰
LOC_ID_B87U4G1OZU_07,ID_B87U4G1OZU,2025-05-07 15:15:09.000000,128.18704,32.582105,96,-87.67,13.4,1106.44,210.47,14,KG_0033317_14_96,321.02065,C4,信道干扰
LOC_ID_B87U4G1OZU_08,ID_B87U4G1OZU,2025-05-07 15:15:10.000000,128.18704,32.582098,96,-82.14,18.89,1062.04,210.81,5,KG_0033317_14_96,320.36146,C4,信道干扰
LOC_ID_B87U4G1OZU_09,ID_B87U4G1OZU,2025-05-07 15:15:11.000000,128.18703,32.582086,96,-79.78,18.48,1152.58,209.68,28,KG_0033317_14_96,318.48412,C4,信道干扰
LOC_ID_4IBJNP1PW3_00,ID_4IBJNP1PW3,2025-05-07 14:14:42.000000,128.18691,32.584055,330,-86.42,21.26,1026.26,204.69,9,KG_0033164_4_330,57.677676,C2,信号中断/覆盖退化
LOC_ID_4IBJNP1PW3_01,ID_4IBJNP1PW3,2025-05-07 14:14:43.000000,128.18691,32.584055,330,-88.23,22.22,947.04,199.96,19,KG_0033164_4_330,57.677676,C2,信号中断/覆盖退化
LOC_ID_4IBJNP1PW3_02,ID_4IBJNP1PW3,2025-05-07 14:14:44.000000,128.18587,32.585626,660,-86.66,21.92,384.2,201.87,1,KG_0000293_0_660,1742.857,C2,信号中断/覆盖退化
LOC_ID_4IBJNP1PW3_03,ID_4IBJNP1PW3,2025-05-07 14:14:45.000000,128.18691,32.584055,660,-87.54,21.16,402.21,192.57,23,KG_0000293_0_660,1698.4078,C2,信号中断/覆盖退化
LOC_ID_4IBJNP1PW3_04,ID_4IBJNP1PW3,2025-05-07 14:14:46.000000,128.18691,32.584055,660,-87.29,23.09,359.03,193.13,29,KG_0000293_0_660,1698.4078,C2,信号中断/覆盖退化
LOC_ID_4IBJNP1PW3_05,ID_4IBJNP1PW3,2025-05-07 14:14:47.000000,128.18691,32.584055,660,-84.09,24.47,404.03,200.11,17,KG_0000293_0_660,1698.4078,C2,信号中断/覆盖退化
LOC_ID_4IBJNP1PW3_06,ID_4IBJNP1PW3,2025-05-07 14:14:48.000000,128.18691,32.584055,591,-84.9,22.58,1089.25,200.48,38,KG_0033164_5_591,211.60945,C2,信号中断/覆盖退化
LOC_ID_4IBJNP1PW3_07,ID_4IBJNP1PW3,2025-05-07 14:14:49.000000,128.18691,32.584055,591,-85.54,22.98,887.08,197.22,22,KG_0033164_5_591,211.60945,C2,信号中断/覆盖退化
LOC_ID_4IBJNP1PW3_08,ID_4IBJNP1PW3,2025-05-07 14:14:50.000000,128.18691,32.584055,591,-85.13,22.15,921.89,202.86,11,KG_0033164_5_591,211.60945,C2,信号中断/覆盖退化
LOC_ID_4IBJNP1PW3_09,ID_4IBJNP1PW3,2025-05-07 14:14:51.000000,128.18691,32.584055,591,-85.44,23.01,910.85,201.67,23,KG_0033164_5_591,211.60945,C2,信号中断/覆盖退化
LOC_ID_WGO9KW4HLB_00,ID_WGO9KW4HLB,2025-05-07 13:59:52.000000,128.19202,32.584388,400,-78.63,9.6,1110.7,210.67,29,KG_0033918_28_400,154.70247,C1,信号中断/覆盖退化
LOC_ID_WGO9KW4HLB_01,ID_WGO9KW4HLB,2025-05-07 13:59:53.000000,128.19201,32.584388,400,-79.32,12.25,1135.91,210.93,39,KG_0033918_28_400,156.0101,C1,信号中断/覆盖退化
LOC_ID_WGO9KW4HLB_02,ID_WGO9KW4HLB,2025-05-07 13:59:54.000000,128.192,32.584376,400,-79.66,12.49,1096.38,210.79,4,KG_0033918_28_400,156.77377,C1,信号中断/覆盖退化
LOC_ID_WGO9KW4HLB_03,ID_WGO9KW4HLB,2025-05-07 13:59:55.000000,128.19199,32.584388,400,-72.07,16.11,902.34,199.27,15,KG_0033918_28_400,157.31779,C1,信号中断/覆盖退化
LOC_ID_WGO9KW4HLB_04,ID_WGO9KW4HLB,2025-05-07 13:59:56.000000,128.19198,32.584388,400,-78.34,11.38,703.97,168.6,25,KG_0033918_28_400,158.62555,C1,信号中断/覆盖退化
LOC_ID_WGO9KW4HLB_05,ID_WGO9KW4HLB,2025-05-07 13:59:57.000000,128.19197,32.584389,400,-81.96,10.82,360.33,210.49,30,KG_0033918_28_400,159.36437,C1,信号中断/覆盖退化
LOC_ID_WGO9KW4HLB_06,ID_WGO9KW4HLB,2025-05-07 13:59:58.000000,128.19195,32.584396,400,-86.29,7.41,320.29,207.89,18,KG_0033918_28_400,161.26968,C1,信号中断/覆盖退化
LOC_ID_WGO9KW4HLB_07,ID_WGO9KW4HLB,2025-05-07 13:59:59.000000,128.19193,32.584396,432,-86.54,5.42,340.46,209.99,27,KG_0033918_29_432,166.20959,C1,信号中断/覆盖退化
LOC_ID_WGO9KW4HLB_08,ID_WGO9KW4HLB,2025-05-07 14:00:00.000000,128.19191,32.584408,432,-71.82,15.65,177.52,187.88,27,KG_0033918_29_432,168.07811,C1,信号中断/覆盖退化
LOC_ID_WGO9KW4HLB_09,ID_WGO9KW4HLB,2025-05-07 14:00:01.000000,128.19188,32.584419,432,-71.29,13.61,1053.3,207.96,1,KG_0033918_29_432,170.62053,C1,信号中断/覆盖退化
LOC_ID_D2M6NP2UFR_00,ID_D2M6NP2UFR,2025-05-07 11:16:05.000000,128.18956,32.582538,151,-86.75,26.73,1187.28,210.71,4,KG_0033164_12_151,113.50736,C5,基站故障
LOC_ID_D2M6NP2UFR_01,ID_D2M6NP2UFR,2025-05-07 11:16:06.000000,128.18956,32.582557,151,-84.47,26.67,1206.5,210.37,38,KG_0033164_12_151,111.55649,C5,基站故障
LOC_ID_D2M6NP2UFR_02,ID_D2M6NP2UFR,2025-05-07 11:16:07.000000,128.18957,32.582568,151,-85.32,25.64,440.56,210.24,39,KG_0033164_12_151,110.13875,C5,基站故障
LOC_ID_D2M6NP2UFR_03,ID_D2M6NP2UFR,2025-05-07 11:16:08.000000,128.18957,32.582587,71,-83.86,25.61,299.04,210.81,38,KG_0033164_27_71,187.81533,C5,基站故障
LOC_ID_D2M6NP2UFR_04,ID_D2M6NP2UFR,2025-05-07 11:16:09.000000,128.18958,32.582606,151,-87.2,25.71,426.49,210.64,4,KG_0033164_12_151,105.99188,C5,基站故障
LOC_ID_D2M6NP2UFR_05,ID_D2M6NP2UFR,2025-05-07 11:16:10.000000,128.18959,32.582636,71,-86.18,26.7,372.94,210.68,15,KG_0033164_27_71,193.58272,C5,基站故障
LOC_ID_D2M6NP2UFR_06,ID_D2M6NP2UFR,2025-05-07 11:16:11.000000,128.1896,32.582666,71,-87.4,25.51,994.44,210.53,35,KG_0033164_27_71,196.98108,C5,基站故障
LOC_ID_D2M6NP2UFR_07,ID_D2M6NP2UFR,2025-05-07 11:16:12.000000,128.18962,32.582704,71,-80.98,26.66,1019.09,210.8,23,KG_0033164_27_71,201.5596,C5,基站故障
LOC_ID_D2M6NP2UFR_08,ID_D2M6NP2UFR,2025-05-07 11:16:13.000000,128.18963,32.582746,71,-84.21,27.53,1127.5,211,13,KG_0033164_27_71,206.27879,C5,基站故障
LOC_ID_D2M6NP2UFR_09,ID_D2M6NP2UFR,2025-05-07 11:16:14.000000,128.18965,32.582784,71,-81.91,25.43,1000.14,210.7,22,KG_0033164_27_71,210.86116,C5,基站故障
LOC_ID_RH0KWM8ART_00,ID_RH0KWM8ART,2025-05-07 15:24:22.000000,128.1873,32.579204,712,-83.42,-1.1,1056.11,209.31,35,KG_0034038_4_712,59.030096,C6,信道干扰
LOC_ID_RH0KWM8ART_01,ID_RH0KWM8ART,2025-05-07 15:24:23.000000,128.1873,32.579216,712,-86.4,-2.18,1128.54,190.86,21,KG_0034038_4_712,59.270438,C6,信道干扰
LOC_ID_RH0KWM8ART_02,ID_RH0KWM8ART,2025-05-07 15:24:24.000000,128.1873,32.579216,712,-82.94,-1.71,946.19,208.23,36,KG_0034038_4_712,59.270438,C6,信道干扰
LOC_ID_RH0KWM8ART_03,ID_RH0KWM8ART,2025-05-07 15:24:25.000000,128.1873,32.579223,712,-84.04,-1.18,1004.94,209.01,24,KG_0034038_4_712,59.476703,C6,信道干扰
LOC_ID_RH0KWM8ART_04,ID_RH0KWM8ART,2025-05-07 15:24:26.000000,128.1873,32.579223,712,-82.64,-2.59,781.42,202.8,26,KG_0034038_4_712,59.476703,C6,信道干扰
LOC_ID_RH0KWM8ART_05,ID_RH0KWM8ART,2025-05-07 15:24:27.000000,128.1873,32.579223,712,-83.72,-3.58,236.38,209.85,7,KG_0034038_4_712,59.476703,C6,信道干扰
LOC_ID_RH0KWM8ART_06,ID_RH0KWM8ART,2025-05-07 15:24:28.000000,128.1873,32.579235,712,-87.01,-4.08,211.04,205.43,26,KG_0034038_4_712,59.852202,C6,信道干扰
LOC_ID_RH0KWM8ART_07,ID_RH0KWM8ART,2025-05-07 15:24:29.000000,128.1873,32.579235,832,-87.03,-4.03,250.63,209.19,35,KG_0034038_4_712,59.852202,C6,信道干扰
LOC_ID_RH0KWM8ART_08,ID_RH0KWM8ART,2025-05-07 15:24:30.000000,128.1873,32.579235,832,-87.02,-2.83,295.2,204.16,34,KG_0034038_4_712,59.852202,C6,信道干扰
LOC_ID_RH0KWM8ART_09,ID_RH0KWM8ART,2025-05-07 15:24:31.000000,128.1873,32.579242,832,-88.26,-3.8,731.3,209.44,4,KG_0034038_4_712,60.083845,C6,信道干扰
LOC_ID_A1H1ULXAAQ_00,ID_A1H1ULXAAQ,2025-05-07 13:40:52.000000,128.19634,32.584309,432,-82.99,23.78,1418.1,211.07,18,KG_0033918_29_432,221.16514,C8,带宽不足
LOC_ID_A1H1ULXAAQ_01,ID_A1H1ULXAAQ,2025-05-07 13:40:53.000000,128.19634,32.584309,432,-85.05,23.9,1420.19,211.42,12,KG_0033918_29_432,221.16514,C8,带宽不足
LOC_ID_A1H1ULXAAQ_02,ID_A1H1ULXAAQ,2025-05-07 13:40:54.000000,128.19634,32.584309,432,-82.24,21.53,1292.65,211.29,28,KG_0033918_29_432,221.16514,C8,带宽不足
LOC_ID_A1H1ULXAAQ_03,ID_A1H1ULXAAQ,2025-05-07 13:40:55.000000,128.19634,32.584316,432,-87.16,19.59,543.63,105.68,9,KG_0033918_29_432,221.07178,C8,带宽不足
LOC_ID_A1H1ULXAAQ_04,ID_A1H1ULXAAQ,2025-05-07 13:40:56.000000,128.19634,32.584328,432,-84.59,19.12,549.54,105.65,27,KG_0033918_29_432,220.91802,C8,带宽不足
LOC_ID_A1H1ULXAAQ_05,ID_A1H1ULXAAQ,2025-05-07 13:40:57.000000,128.19634,32.584339,441,-89.14,19.02,538.26,105.595,1,KG_0033918_13_441,271.8025,C8,带宽不足
LOC_ID_A1H1ULXAAQ_06,ID_A1H1ULXAAQ,2025-05-07 13:40:58.000000,128.19635,32.584358,441,-89.51,19.91,539.85,105.675,11,KG_0033918_13_441,269.59769,C8,带宽不足
LOC_ID_A1H1ULXAAQ_07,ID_A1H1ULXAAQ,2025-05-07 13:40:59.000000,128.19635,32.58437,441,-88.41,21.61,1287.76,211.26,27,KG_0033918_13_441,268.36042,C8,带宽不足
LOC_ID_A1H1ULXAAQ_08,ID_A1H1ULXAAQ,2025-05-07 13:41:00.000000,128.19635,32.584377,441,-83.99,22.46,1260.29,210.63,5,KG_0033918_13_441,267.63911,C8,带宽不足
LOC_ID_A1H1ULXAAQ_09,ID_A1H1ULXAAQ,2025-05-07 13:41:01.000000,128.19637,32.584407,441,-82.33,23.97,1298.42,211.01,39,KG_0033918_13_441,263.98438,C8,带宽不足
LOC_ID_MQOXVO6GUT_00,ID_MQOXVO6GUT,2025-05-07 13:55:42.000000,128.19628,32.584394,226,-75.41,20.36,1092.15,191.55,27,KG_0033918_38_226,195.96133,C3,信道干扰
LOC_ID_MQOXVO6GUT_01,ID_MQOXVO6GUT,2025-05-07 13:55:43.000000,128.19624,32.584425,226,-80.41,19.37,1074.92,205.92,7,KG_0033918_38_226,191.74268,C3,信道干扰
LOC_ID_MQOXVO6GUT_02,ID_MQOXVO6GUT,2025-05-07 13:55:44.000000,128.1962,32.584448,226,-80.02,19.39,935.19,186.04,4,KG_0033918_38_226,188.21706,C3,信道干扰
LOC_ID_MQOXVO6GUT_03,ID_MQOXVO6GUT,2025-05-07 13:55:45.000000,128.19615,32.584468,226,-83.68,18.09,806.88,167.34,4,KG_0033918_38_226,184.93911,C3,信道干扰
LOC_ID_MQOXVO6GUT_04,ID_MQOXVO6GUT,2025-05-07 13:55:46.000000,128.19609,32.584498,226,-83.77,16.05,354.65,197.95,29,KG_0033918_38_226,180.49989,C3,信道干扰
LOC_ID_MQOXVO6GUT_05,ID_MQOXVO6GUT,2025-05-07 13:55:47.000000,128.19605,32.584518,226,-85.04,12.88,344.13,182.91,8,KG_0033918_38_226,177.51269,C3,信道干扰
LOC_ID_MQOXVO6GUT_06,ID_MQOXVO6GUT,2025-05-07 13:55:48.000000,128.19599,32.584537,432,-89.07,21.04,620.2,206.48,3,KG_0033918_29_432,178.69698,C3,信道干扰
LOC_ID_MQOXVO6GUT_07,ID_MQOXVO6GUT,2025-05-07 13:55:49.000000,128.19594,32.584558,432,-83.43,15.84,530.77,210.16,21,KG_0033918_29_432,174.08208,C3,信道干扰
